id,customer_id,product_id,date,quantity,unit_price,total_amount
1206,959,96,2024-10-22,1,149.94,149.94
1207,121,107,2025-09-05,1,572.1,572.1
1208,465,26,2025-03-16,2,1194.85,2389.7
1209,765,132,2024-12-07,3,1169.73,3509.19
1210,328,114,2024-11-22,1,666.47,666.47
1211,633,20,2024-09-10,1,101.54,101.54
1212,597,198,2024-09-17,3,1564.35,4693.06
1213,366,113,2024-11-25,1,726.45,726.45
1214,888,106,2025-06-19,4,286.46,1145.82
1215,371,72,2024-10-14,1,23.82,23.82
1216,557,167,2024-09-21,3,156.86,470.57
1217,700,131,2025-01-04,1,76.28,76.28
1218,106,64,2025-03-06,5,96.4,481.98
1219,517,138,2024-09-18,1,7.38,7.38
1220,460,77,2025-01-13,4,263.65,1054.59
1221,428,115,2024-10-28,4,224.49,897.94
1222,833,171,2025-02-05,2,407.65,815.3
1223,655,35,2024-10-21,1,13.54,13.54
1224,791,102,2024-11-10,1,726.64,726.64
1225,181,135,2024-12-30,1,1389.61,1389.61
1226,924,106,2024-09-29,1,250.18,250.18
1227,715,21,2024-12-05,4,8.98,35.93
1228,404,121,2024-09-27,3,37.97,113.92
1229,747,36,2024-11-19,4,141.3,565.2
1230,565,84,2025-06-21,1,63.09,63.09
1231,995,142,2025-09-05,1,18.17,18.17
1232,820,48,2024-10-26,3,11.38,34.13
1233,52,135,2024-12-31,2,1427.75,2855.5
1234,339,186,2025-06-11,1,348.68,348.68
1235,529,146,2025-09-05,1,362.8,362.8
1236,984,157,2025-09-05,3,24.41,73.24
1237,22,24,2024-12-25,1,23.44,23.44
1238,732,98,2024-11-20,1,26.28,26.28
1239,984,194,2024-11-18,1,253.96,253.96
1240,61,119,2024-12-15,3,1128.86,3386.57
1241,744,51,2024-09-14,2,190.18,380.35
1242,882,179,2024-09-13,4,173.51,694.05
1243,180,50,2024-11-29,2,20.98,41.96
1244,273,82,2024-11-01,1,603.25,603.25
1245,546,170,2025-06-17,1,552.88,552.88
1246,430,163,2024-10-20,1,97.13,97.13
1247,389,108,2024-10-13,2,347.59,695.18
1248,366,74,2025-01-05,1,8.46,8.46
1249,664,104,2024-10-19,1,11.61,11.61
1250,388,167,2025-06-26,1,142.21,142.21
1251,430,160,2024-10-04,1,178.4,178.4
1252,661,33,2025-03-10,1,1330.81,1330.81
1253,821,80,2025-01-22,1,431.77,431.77
1254,435,71,2025-04-12,2,389.87,779.75
1255,406,182,2025-04-14,3,16.8,50.4
1256,489,116,2024-09-05,1,720.05,720.05
1257,643,176,2025-02-01,1,681.75,681.75
1258,295,96,2025-01-14,2,168.97,337.95
1259,497,15,2024-11-19,1,311.45,311.45
1260,900,118,2025-09-05,2,141.76,283.52
1261,384,123,2024-11-07,1,221.27,221.27
1262,987,159,2025-04-17,3,28.75,86.26
1263,871,176,2025-06-26,1,719.38,719.38
1264,289,49,2024-12-14,2,19.54,39.07
1265,993,92,2024-11-06,3,383.82,1151.45
1266,840,56,2024-10-12,1,42.1,42.1
1267,679,58,2025-03-04,1,160.51,160.51
1268,913,73,2024-09-06,1,322.59,322.59
1269,421,83,2024-10-23,1,402.53,402.53
1270,596,132,2024-12-11,3,1201.7,3605.1
1271,63,54,2025-07-08,3,510.1,1530.31
1272,191,84,2025-01-13,1,57.69,57.69
1273,891,68,2024-10-09,1,27.81,27.81
1274,433,48,2025-08-02,5,11.54,57.72
1275,650,118,2024-11-19,5,152.58,762.9
1276,580,89,2025-01-18,3,635.97,1907.9
1277,603,167,2025-03-25,1,167.05,167.05
1278,753,82,2024-09-29,1,662.73,662.73
1279,193,106,2024-10-02,1,245.64,245.64
1280,650,112,2025-09-05,1,562.55,562.55
1281,528,64,2025-06-14,1,99.95,99.95
1282,173,155,2024-12-17,1,343.92,343.92
1283,120,111,2024-11-12,3,25.9,77.7
1284,492,160,2024-10-13,2,156.22,312.44
1285,163,112,2024-12-08,2,591.4,1182.8
1286,594,74,2025-03-08,1,9.13,9.13
1287,741,130,2024-11-01,1,187.81,187.81
1288,125,58,2025-05-20,2,143.93,287.86
1289,427,155,2024-10-31,1,374.74,374.74
1290,986,66,2024-10-02,4,1864.19,7456.75
1291,752,66,2024-11-25,2,1625.48,3250.95
1292,939,8,2025-02-22,3,110.18,330.53
1293,336,68,2025-01-30,3,25.24,75.73
1294,647,197,2024-11-23,4,365.1,1460.41
1295,950,57,2025-04-01,1,61.32,61.32
1296,171,175,2024-10-26,2,82.25,164.5
1297,52,167,2024-10-31,1,156.56,156.56
1298,591,115,2024-09-23,1,213.35,213.35
1299,964,150,2025-03-13,3,1018.83,3056.48
1300,86,5,2024-11-11,1,635.22,635.22
1301,993,149,2024-11-11,1,97.98,97.98
1302,390,12,2025-04-23,1,572.27,572.27
1303,110,143,2024-10-08,3,1085.79,3257.38
1304,527,26,2024-10-14,1,1128.74,1128.74
1305,874,149,2024-10-25,3,100.0,300.01
1306,191,142,2024-09-23,1,18.3,18.3
1307,982,115,2024-10-02,3,195.46,586.37
1308,314,23,2025-02-27,1,1064.89,1064.89
1309,104,68,2024-10-25,1,27.7,27.7
1310,501,143,2024-11-03,2,1041.9,2083.81
1311,240,33,2024-10-06,3,1491.86,4475.58
1312,98,47,2024-12-31,1,1105.8,1105.8
1313,793,99,2025-06-04,1,162.1,162.1
1314,741,164,2024-11-20,1,660.76,660.76
1315,636,116,2025-06-30,1,777.77,777.77
1316,523,155,2024-09-29,1,404.92,404.92
1317,277,181,2024-10-05,2,1312.04,2624.07
1318,482,193,2024-11-21,1,786.0,786.0
1319,463,43,2024-09-25,3,310.88,932.65
1320,831,50,2024-12-21,1,25.4,25.4
1321,668,136,2025-09-05,1,156.11,156.11
1322,112,184,2025-01-05,1,67.03,67.03
1323,825,87,2024-10-18,1,928.34,928.34
1324,783,24,2024-10-04,2,24.18,48.36
1325,557,14,2025-02-08,2,49.16,98.32
1326,528,160,2024-11-19,1,151.22,151.22
1327,555,29,2025-04-01,1,41.8,41.8
1328,827,189,2025-01-06,3,246.49,739.46
1329,729,65,2024-09-14,4,209.91,839.66
1330,804,137,2025-07-23,1,54.02,54.02
1331,205,124,2025-01-26,1,31.83,31.83
1332,745,1,2024-11-11,4,499.24,1996.96
1333,628,132,2024-09-14,5,1050.98,5254.89
1334,538,160,2024-10-21,3,170.08,510.25
1335,357,185,2024-12-27,3,664.84,1994.51
1336,517,10,2025-02-09,1,34.76,34.76
1337,999,98,2024-09-30,2,27.95,55.89
1338,392,95,2024-09-23,1,111.48,111.48
1339,200,36,2024-10-07,1,146.68,146.68
1340,92,138,2024-09-28,2,7.42,14.84
1341,219,154,2024-09-28,1,1121.75,1121.75
1342,752,4,2025-04-05,1,254.45,254.45
1343,640,164,2025-02-07,2,653.16,1306.31
1344,759,62,2025-03-24,1,187.75,187.75
1345,979,156,2024-11-12,1,337.9,337.9
1346,675,95,2025-01-13,1,118.67,118.67
1347,428,90,2024-12-08,1,133.99,133.99
1348,914,185,2024-10-15,3,613.88,1841.64
1349,399,63,2024-10-26,1,227.24,227.24
1350,648,87,2024-10-04,1,951.85,951.85
1351,246,92,2024-09-22,2,346.09,692.18
1352,264,52,2024-10-04,1,744.16,744.16
1353,246,107,2025-05-07,1,532.29,532.29
1354,583,18,2025-01-27,2,165.26,330.52
1355,702,76,2024-10-30,1,30.99,30.99
1356,420,198,2025-02-08,1,1739.64,1739.64
1357,518,80,2024-09-20,1,405.95,405.95
1358,653,41,2024-09-15,1,155.08,155.08
1359,384,108,2024-10-31,3,355.92,1067.76
1360,813,54,2025-03-24,3,442.93,1328.79
1361,133,184,2024-10-19,5,60.15,300.74
1362,452,196,2025-04-14,1,32.54,32.54
1363,684,183,2024-09-26,2,483.49,966.99
1364,142,126,2024-09-17,1,75.08,75.08
1365,142,131,2025-01-28,1,77.22,77.22
1366,865,144,2025-01-22,5,9.84,49.19
1367,292,101,2024-11-09,1,524.73,524.73
1368,311,163,2024-09-17,2,109.44,218.88
1369,448,191,2024-12-12,1,1588.91,1588.91
1370,184,8,2024-10-30,1,126.37,126.37
1371,118,182,2025-03-06,1,17.63,17.63
1372,926,156,2024-10-31,1,380.34,380.34
1373,44,42,2024-10-10,1,240.44,240.44
1374,285,141,2024-10-27,4,188.63,754.52
1375,178,139,2025-05-30,1,418.68,418.68
1376,527,142,2025-04-16,1,20.28,20.28
1377,240,60,2024-11-18,1,574.44,574.44
1378,355,41,2024-12-23,1,171.03,171.03
1379,339,155,2024-10-01,1,403.12,403.12
1380,398,75,2024-12-08,4,621.72,2486.88
1381,119,174,2025-01-22,1,764.8,764.8
1382,988,20,2024-10-31,4,111.75,446.99
1383,260,23,2024-10-22,4,1153.12,4612.49
1384,74,107,2024-10-01,1,511.05,511.05
1385,695,47,2025-02-01,1,1064.1,1064.1
1386,874,160,2024-09-20,1,173.69,173.69
1387,197,169,2025-03-03,1,180.84,180.84
1388,601,128,2025-02-11,1,1548.12,1548.12
1389,313,68,2024-10-10,4,27.34,109.34
1390,320,131,2024-09-24,1,93.69,93.69
1391,784,173,2024-10-18,4,1345.18,5380.71
1392,535,53,2024-09-17,2,27.79,55.59
1393,778,103,2024-09-29,1,30.39,30.39
1394,668,78,2024-12-17,1,30.86,30.86
1395,320,129,2024-09-15,1,165.16,165.16
1396,463,91,2024-09-15,3,41.73,125.2
1397,11,104,2024-12-16,1,11.93,11.93
1398,259,1,2024-12-18,2,515.51,1031.01
1399,266,133,2024-11-02,3,9.85,29.54
1400,124,175,2024-10-22,1,84.19,84.19
1401,966,12,2025-06-03,1,497.58,497.58
1402,999,81,2024-12-03,1,188.62,188.62
1403,360,106,2024-12-07,3,280.23,840.68
1404,543,4,2024-10-01,3,262.76,788.27
1405,145,29,2025-01-02,1,40.0,40.0
1406,420,87,2025-03-28,1,915.89,915.89
1407,39,40,2024-09-26,2,431.48,862.96
1408,311,38,2024-11-18,2,303.97,607.94
1409,677,16,2024-10-20,1,189.51,189.51
1410,414,76,2024-11-14,1,37.66,37.66
1411,427,6,2024-12-27,5,42.3,211.49
1412,93,76,2024-09-28,2,37.89,75.78
1413,230,6,2024-10-16,1,38.88,38.88
1414,118,38,2025-02-13,4,276.27,1105.09
1415,39,28,2025-03-15,1,93.49,93.49
1416,590,39,2025-03-21,1,840.06,840.06
1417,607,78,2025-09-05,1,31.71,31.71
1418,608,106,2025-03-28,2,276.38,552.77
1419,785,80,2024-09-07,1,374.01,374.01
1420,141,157,2024-11-16,3,22.85,68.54
1421,910,28,2024-09-30,3,95.07,285.2
1422,359,24,2024-09-17,1,23.71,23.71
1423,108,189,2024-12-24,2,267.33,534.65
1424,360,99,2024-10-02,4,144.92,579.69
1425,811,153,2025-02-20,1,13.06,13.06
1426,811,10,2024-11-03,2,37.84,75.67
1427,1000,31,2024-09-08,1,388.37,388.37
1428,201,17,2024-10-21,1,635.84,635.84
1429,23,110,2025-01-10,1,412.66,412.66
1430,284,161,2024-10-26,1,293.15,293.15
1431,448,136,2024-09-13,2,146.02,292.03
1432,780,179,2024-10-05,2,145.38,290.76
1433,457,167,2024-12-02,1,163.24,163.24
1434,11,72,2025-03-30,3,25.71,77.14
1435,261,25,2024-12-28,2,18.73,37.46
1436,414,173,2024-09-10,1,1267.76,1267.76
1437,618,3,2024-10-13,1,129.39,129.39
1438,776,89,2024-09-11,1,622.46,622.46
1439,458,170,2024-11-27,1,632.72,632.72
1440,267,51,2024-09-05,1,173.95,173.95
1441,485,20,2025-09-05,2,111.74,223.48
1442,64,168,2024-09-24,3,619.04,1857.11
1443,261,40,2024-09-19,2,468.15,936.29
1444,46,147,2025-01-02,1,617.39,617.39
1445,363,17,2024-11-13,2,632.24,1264.47
1446,72,86,2024-09-22,1,25.12,25.12
1447,573,163,2025-04-23,2,93.49,186.97
1448,965,142,2025-09-04,1,17.25,17.25
1449,900,7,2025-01-04,2,315.86,631.72
1450,514,90,2024-11-07,2,139.69,279.38
1451,860,198,2025-03-11,2,1703.09,3406.19
1452,373,7,2024-12-23,2,297.17,594.34
1453,369,101,2024-09-25,2,472.97,945.93
1454,365,97,2025-02-19,3,1464.12,4392.36
1455,84,20,2024-09-25,2,90.53,181.07
1456,35,86,2024-11-21,2,29.25,58.51
1457,584,44,2025-02-09,2,166.34,332.68
1458,165,106,2024-10-14,3,239.99,719.98
1459,479,30,2024-09-19,1,378.33,378.33
1460,419,186,2024-10-15,4,362.56,1450.25
1461,991,71,2025-02-09,2,394.89,789.79
1462,155,112,2024-11-25,1,543.12,543.12
1463,250,198,2024-10-11,4,1567.23,6268.93
1464,371,25,2025-03-27,1,18.92,18.92
1465,607,143,2024-09-20,3,1259.02,3777.05
1466,100,7,2024-11-05,2,293.29,586.58
1467,860,76,2025-04-05,1,37.03,37.03
1468,837,93,2024-10-22,1,373.14,373.14
1469,738,77,2024-10-09,4,286.72,1146.89
1470,255,8,2025-01-17,5,113.78,568.9
1471,422,106,2025-02-23,4,248.76,995.04
1472,707,52,2025-01-08,1,799.3,799.3
1473,131,188,2024-09-12,2,472.3,944.59
1474,537,85,2024-09-09,1,20.77,20.77
1475,40,35,2024-12-13,1,15.56,15.56
1476,526,11,2025-01-15,1,15.97,15.97
1477,508,143,2024-12-31,1,1031.19,1031.19
1478,578,98,2025-09-05,2,31.41,62.82
1479,842,122,2024-12-16,5,14.88,74.42
1480,759,166,2025-05-24,4,125.61,502.43
1481,637,142,2025-02-27,1,17.15,17.15
1482,950,24,2024-12-17,2,22.4,44.81
1483,577,99,2025-01-31,1,170.14,170.14
1484,98,32,2025-03-29,3,56.43,169.3
1485,504,36,2025-07-17,2,153.94,307.88
1486,356,160,2025-02-18,1,160.68,160.68
1487,525,70,2024-11-23,1,207.11,207.11
1488,53,90,2024-09-07,1,142.7,142.7
1489,279,190,2025-02-02,2,937.65,1875.3
1490,484,172,2025-03-23,1,303.99,303.99
1491,107,140,2024-12-13,2,350.36,700.72
1492,809,142,2024-11-08,3,19.01,57.02
1493,246,13,2024-10-31,1,506.24,506.24
1494,290,170,2024-10-01,1,609.21,609.21
1495,113,122,2024-11-25,1,14.24,14.24
1496,328,170,2024-12-15,2,631.39,1262.78
1497,30,36,2024-09-19,2,149.11,298.23
1498,780,20,2025-03-27,4,92.58,370.33
1499,157,119,2025-02-21,1,1293.03,1293.03
1500,564,144,2024-10-12,2,8.91,17.81
1501,216,27,2024-10-11,1,667.54,667.54
1502,864,163,2024-09-12,1,101.42,101.42
1503,872,78,2025-06-04,3,27.48,82.45
1504,962,161,2024-09-10,2,261.11,522.22
1505,909,18,2024-12-31,1,154.58,154.58
1506,602,28,2025-02-27,3,101.45,304.34
1507,380,39,2024-10-17,1,998.19,998.19
1508,610,127,2024-09-23,2,496.49,992.98
1509,687,108,2024-11-13,5,377.83,1889.14
1510,503,182,2024-12-06,1,16.39,16.39
1511,123,93,2024-09-06,1,403.3,403.3
1512,318,131,2024-09-21,4,77.78,311.12
1513,460,18,2024-12-21,1,147.4,147.4
1514,438,14,2024-11-08,1,46.76,46.76
1515,737,11,2024-12-31,4,15.51,62.05
1516,811,80,2024-10-03,1,385.79,385.79
1517,961,13,2024-10-23,2,537.74,1075.48
1518,46,8,2024-11-17,2,116.75,233.5
1519,881,58,2025-09-05,1,139.63,139.63
1520,866,106,2025-01-03,1,275.32,275.32
1521,219,39,2025-09-05,3,913.71,2741.12
1522,871,192,2025-02-17,1,13.68,13.68
1523,744,49,2025-09-05,1,18.85,18.85
1524,132,18,2024-09-19,1,149.53,149.53
1525,176,106,2024-12-09,2,279.65,559.3
1526,735,175,2024-11-08,3,75.43,226.28
1527,969,63,2025-01-10,1,239.82,239.82
1528,61,129,2024-10-07,3,140.07,420.22
1529,783,105,2025-07-09,3,206.27,618.8
1530,448,80,2024-10-12,2,369.93,739.86
1531,503,161,2024-09-20,1,281.65,281.65
1532,870,94,2024-12-30,3,1160.25,3480.74
1533,748,91,2024-10-10,1,40.42,40.42
1534,649,153,2024-10-31,2,14.49,28.99
1535,830,173,2025-09-05,2,1225.61,2451.22
1536,729,116,2025-02-18,1,726.37,726.37
1537,740,154,2025-01-14,2,1073.69,2147.38
1538,105,186,2024-12-24,2,357.32,714.64
1539,225,173,2024-09-26,4,1295.2,5180.8
1540,175,68,2024-09-07,1,28.1,28.1
1541,136,157,2024-11-26,1,24.35,24.35
1542,535,180,2024-09-12,4,560.6,2242.41
1543,824,23,2024-12-03,1,983.78,983.78
1544,599,113,2024-11-10,4,649.0,2596.0
1545,752,191,2024-10-04,3,1693.46,5080.38
1546,823,46,2025-02-11,2,716.67,1433.34
1547,987,107,2024-11-28,3,557.44,1672.31
1548,437,156,2025-06-21,3,320.6,961.79
1549,537,85,2024-11-04,2,22.73,45.47
1550,85,116,2025-06-14,2,871.47,1742.94
1551,745,195,2024-11-22,2,402.96,805.92
1552,492,180,2025-05-17,1,563.68,563.68
1553,651,182,2024-11-21,2,15.61,31.22
1554,178,64,2024-10-07,1,97.1,97.1
1555,988,91,2024-10-26,2,47.54,95.07
1556,732,168,2024-10-30,1,661.47,661.47
1557,805,88,2024-10-03,2,130.75,261.5
1558,779,95,2024-09-29,5,112.37,561.86
1559,129,196,2025-04-03,3,29.07,87.2
1560,147,41,2024-10-24,3,158.58,475.74
1561,986,157,2024-09-13,1,22.88,22.88
1562,857,79,2024-09-09,2,96.63,193.25
1563,958,5,2024-12-28,1,585.39,585.39
1564,240,17,2024-10-29,2,666.44,1332.88
1565,692,151,2025-03-02,1,15.75,15.75
1566,747,58,2025-08-14,3,171.87,515.62
1567,498,151,2024-11-03,1,15.93,15.93
1568,455,13,2024-10-02,1,617.8,617.8
1569,240,12,2024-09-09,3,560.53,1681.59
1570,274,22,2025-04-10,5,85.54,427.69
1571,357,66,2024-09-15,3,1810.97,5432.91
1572,768,37,2024-11-16,2,1057.38,2114.76
1573,702,71,2024-09-15,1,400.2,400.2
1574,926,62,2024-11-30,3,172.38,517.13
1575,927,4,2024-11-17,1,280.85,280.85
1576,509,142,2025-02-12,1,18.76,18.76
1577,246,165,2024-10-28,1,907.32,907.32
1578,680,166,2024-12-04,1,141.51,141.51
1579,438,30,2024-09-27,4,399.21,1596.83
1580,416,20,2024-10-29,5,98.11,490.53
1581,594,42,2024-12-06,1,236.54,236.54
1582,145,98,2024-11-03,2,27.99,55.99
1583,635,108,2024-09-20,1,402.52,402.52
1584,583,112,2024-12-24,1,530.56,530.56
1585,303,72,2025-01-10,1,25.92,25.92
1586,806,77,2024-10-12,1,255.88,255.88
1587,71,15,2024-10-18,4,311.82,1247.28
1588,885,104,2024-09-23,3,10.82,32.47
1589,550,114,2024-10-10,5,623.05,3115.23
1590,49,82,2025-01-25,1,581.53,581.53
1591,239,24,2025-02-18,3,21.07,63.2
1592,888,72,2024-10-18,1,25.78,25.78
1593,358,134,2024-09-23,5,383.23,1916.14
1594,399,162,2025-09-04,2,75.7,151.4
1595,692,162,2024-09-24,1,79.78,79.78
1596,683,72,2024-09-27,2,23.57,47.15
1597,458,35,2025-02-07,4,14.26,57.03
1598,390,98,2024-10-01,1,28.39,28.39
1599,212,90,2024-10-14,1,117.24,117.24
1600,962,192,2025-01-09,1,14.39,14.39
1601,440,166,2025-03-03,1,130.39,130.39
1602,816,121,2025-09-05,1,33.45,33.45
1603,451,196,2024-09-26,5,33.13,165.66
1604,889,175,2024-11-16,1,80.17,80.17
1605,833,74,2025-05-05,1,7.51,7.51
1606,402,63,2025-02-22,1,250.19,250.19
1607,833,181,2024-10-16,4,1143.79,4575.17
1608,62,129,2024-11-18,1,139.24,139.24
1609,532,124,2024-10-21,4,34.12,136.47
1610,692,95,2024-09-13,2,123.41,246.81
1611,373,165,2025-02-01,2,990.2,1980.4
1612,505,74,2024-12-07,1,8.33,8.33
1613,171,200,2024-09-20,1,244.19,244.19
1614,179,8,2024-10-15,1,105.28,105.28
1615,621,178,2025-01-30,1,83.22,83.22
1616,279,30,2024-11-02,1,393.41,393.41
1617,905,137,2025-02-14,2,51.17,102.35
1618,234,158,2024-09-20,1,160.98,160.98
1619,722,1,2024-09-29,4,462.36,1849.43
1620,343,133,2025-01-18,5,10.16,50.78
1621,402,100,2024-12-13,4,467.29,1869.16
1622,595,80,2025-02-26,1,366.51,366.51
1623,698,104,2024-10-20,2,12.41,24.82
1624,93,38,2025-04-16,1,331.57,331.57
1625,117,139,2025-01-06,1,409.14,409.14
1626,525,136,2025-05-19,3,139.54,418.62
1627,380,147,2024-10-16,2,615.99,1231.98
1628,517,138,2024-10-22,3,7.42,22.27
1629,884,185,2024-09-26,2,686.17,1372.34
1630,249,26,2024-10-20,1,1229.82,1229.82
1631,796,102,2024-10-08,1,667.06,667.06
1632,36,74,2025-07-12,1,7.39,7.39
1633,760,57,2024-10-26,1,69.8,69.8
1634,390,29,2024-10-15,2,49.62,99.24
1635,200,86,2025-04-30,1,25.22,25.22
1636,584,90,2025-01-31,2,120.36,240.72
1637,600,176,2024-09-28,3,738.28,2214.85
1638,855,37,2024-10-12,2,1216.39,2432.77
1639,363,106,2024-09-20,3,258.74,776.21
1640,18,74,2024-11-18,1,7.93,7.93
1641,976,183,2024-11-02,2,461.53,923.05
1642,640,98,2025-04-10,2,30.41,60.81
1643,18,107,2024-10-06,1,514.78,514.78
1644,842,65,2024-10-19,1,211.29,211.29
1645,654,116,2024-11-18,3,882.01,2646.02
1646,963,57,2024-10-15,1,74.6,74.6
1647,251,14,2024-12-01,3,49.0,147.01
1648,176,33,2024-09-28,1,1419.22,1419.22
1649,333,167,2024-12-21,1,138.0,138.0
1650,710,48,2024-10-04,2,11.95,23.89
1651,569,161,2024-09-29,1,254.74,254.74
1652,216,175,2024-12-29,1,74.33,74.33
1653,949,24,2024-10-11,1,19.9,19.9
1654,484,104,2024-12-01,1,11.47,11.47
1655,407,23,2024-12-26,1,1021.21,1021.21
1656,209,15,2024-11-30,1,357.96,357.96
1657,908,32,2025-01-06,1,56.0,56.0
1658,40,42,2024-10-19,2,256.73,513.47
1659,861,5,2024-09-19,2,676.15,1352.31
1660,353,142,2024-12-05,3,20.02,60.07
1661,222,108,2024-11-23,3,389.73,1169.2
1662,126,163,2024-09-30,1,97.63,97.63
1663,182,163,2024-11-10,2,95.15,190.29
1664,461,28,2024-12-05,1,107.66,107.66
1665,262,97,2024-10-19,1,1447.36,1447.36
1666,561,23,2024-09-29,1,1024.44,1024.44
1667,159,113,2024-09-23,2,743.87,1487.74
1668,181,183,2025-01-27,1,444.79,444.79
1669,80,4,2024-10-13,2,282.82,565.63
1670,362,3,2024-11-28,1,144.67,144.67
1671,443,132,2024-09-13,4,1162.34,4649.37
1672,335,17,2024-10-03,1,637.0,637.0
1673,293,127,2024-11-27,1,574.47,574.47
1674,532,64,2024-10-25,2,85.0,169.99
1675,987,65,2024-11-06,2,214.93,429.86
1676,107,101,2025-01-31,2,455.89,911.79
1677,854,5,2025-03-30,1,655.8,655.8
1678,595,140,2024-09-12,1,348.89,348.89
1679,773,139,2025-06-16,1,433.85,433.85
1680,380,188,2025-02-05,2,504.91,1009.83
1681,776,127,2024-12-06,2,493.9,987.79
1682,270,179,2024-11-09,5,144.06,720.28
1683,710,192,2025-02-06,3,15.3,45.89
1684,713,88,2025-02-15,3,136.22,408.67
1685,383,39,2024-09-17,2,919.14,1838.27
1686,394,171,2024-09-10,1,380.21,380.21
1687,844,121,2024-10-02,1,33.13,33.13
1688,400,13,2025-03-02,3,551.02,1653.06
1689,930,164,2024-12-27,1,569.06,569.06
1690,357,74,2024-10-02,1,8.51,8.51
1691,286,83,2025-02-15,1,334.1,334.1
1692,795,71,2024-09-15,3,341.51,1024.54
1693,3,68,2024-11-19,2,26.93,53.86
1694,886,154,2025-01-08,2,1198.79,2397.57
1695,140,127,2024-09-29,1,573.22,573.22
1696,695,61,2024-12-31,1,828.25,828.25
1697,6,26,2025-01-14,1,1104.47,1104.47
1698,320,67,2025-04-12,1,107.91,107.91
1699,182,134,2025-02-24,2,388.01,776.02
1700,914,155,2024-10-23,5,363.0,1815.01
1701,767,190,2025-06-24,1,967.43,967.43
1702,726,199,2024-11-27,2,243.81,487.62
1703,15,143,2025-05-31,1,1187.95,1187.95
1704,515,106,2024-12-11,3,251.18,753.54
1705,331,35,2024-09-27,1,15.3,15.3
1706,849,73,2024-09-27,1,299.52,299.52
1707,486,124,2024-09-22,1,36.42,36.42
1708,304,9,2024-11-15,2,203.38,406.76
1709,227,166,2025-01-03,3,126.36,379.09
1710,407,193,2024-09-24,1,905.97,905.97
1711,637,131,2024-09-08,1,91.26,91.26
1712,343,151,2025-09-05,1,15.73,15.73
1713,132,171,2024-09-19,2,444.6,889.21
1714,719,139,2025-05-08,2,431.47,862.94
1715,557,168,2024-12-05,2,655.48,1310.96
1716,642,76,2024-10-08,2,35.63,71.26
1717,433,189,2024-09-26,2,280.39,560.78
1718,931,148,2025-08-26,2,18.43,36.85
1719,554,198,2024-09-08,1,1680.76,1680.76
1720,390,107,2025-01-10,2,566.99,1133.98
1721,973,93,2024-09-29,1,391.1,391.1
1722,442,180,2025-01-02,1,531.3,531.3
1723,384,145,2025-04-23,1,213.29,213.29
1724,586,175,2024-11-02,1,77.62,77.62
1725,72,41,2024-10-14,5,153.25,766.26
1726,490,80,2025-02-22,2,386.73,773.47
1727,345,73,2024-11-20,2,262.46,524.93
1728,231,28,2025-07-04,2,93.55,187.09
1729,59,22,2024-09-10,1,71.47,71.47
1730,120,122,2025-09-05,1,16.74,16.74
1731,725,44,2025-03-19,5,167.28,836.38
1732,763,152,2025-03-13,1,76.16,76.16
1733,163,115,2024-10-12,2,200.45,400.89
1734,373,160,2024-12-29,3,171.92,515.77
1735,105,28,2025-06-29,1,100.51,100.51
1736,361,85,2025-03-03,4,21.9,87.58
1737,317,89,2025-01-18,1,558.8,558.8
1738,362,104,2025-01-16,2,12.19,24.38
1739,804,23,2024-09-21,1,1033.24,1033.24
1740,20,145,2024-12-08,1,198.25,198.25
1741,246,17,2024-09-11,2,689.9,1379.8
1742,235,99,2024-11-22,1,162.69,162.69
1743,727,61,2024-12-20,2,814.74,1629.49
1744,46,179,2025-09-05,2,176.26,352.52
1745,106,111,2024-09-27,1,25.41,25.41
1746,69,160,2024-09-10,3,160.22,480.67
1747,167,109,2024-09-10,2,451.88,903.77
1748,298,24,2024-10-04,4,23.48,93.93
1749,60,8,2024-11-12,1,131.48,131.48
1750,286,122,2025-03-09,2,14.27,28.53
1751,369,197,2024-11-27,1,420.29,420.29
1752,692,59,2025-03-12,3,132.96,398.89
1753,239,18,2025-09-05,1,161.62,161.62
1754,448,63,2024-09-22,2,232.05,464.09
1755,612,64,2024-11-02,1,84.55,84.55
1756,767,42,2025-02-06,3,246.77,740.3
1757,130,29,2024-09-07,3,43.06,129.18
1758,479,172,2024-10-21,2,348.2,696.4
1759,966,129,2025-01-25,1,139.64,139.64
1760,909,108,2025-09-05,2,362.58,725.16
1761,468,65,2024-09-08,1,217.21,217.21
1762,528,141,2024-10-10,3,166.37,499.1
1763,359,3,2025-01-16,1,130.99,130.99
1764,456,199,2025-01-19,1,250.99,250.99
1765,690,103,2024-09-15,4,29.4,117.62
1766,85,15,2024-10-16,3,341.63,1024.9
1767,190,159,2025-09-05,2,29.24,58.47
1768,687,51,2025-03-16,1,180.08,180.08
1769,493,105,2024-10-11,3,182.01,546.02
1770,581,20,2024-10-09,1,110.89,110.89
1771,894,62,2025-01-13,2,164.63,329.25
1772,823,187,2024-10-31,2,39.73,79.46
1773,433,62,2024-10-04,1,181.54,181.54
1774,809,162,2025-04-21,4,82.08,328.32
1775,815,134,2024-12-22,2,345.96,691.91
1776,882,45,2025-01-09,1,10.86,10.86
1777,679,36,2024-11-21,2,167.55,335.09
1778,903,55,2024-12-20,1,159.95,159.95
1779,923,153,2024-11-30,2,14.61,29.22
1780,760,96,2025-01-13,1,177.67,177.67
